ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είναι σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;
434,4/16/2024 16:12:02,DevOps,"Python, Bash",6,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Electrical and computer engineering,32900,32900,6,Ελλάδα,Αττική,"Python, Bash",Ναι,SRE / DevOps
435,4/16/2024 16:43:21,Frontend,JavaScript,14,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Bachelor Τμήμα Μηχανικών Πληροφορικής και Υπολογιστών,53000,53000,10+,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
436,4/16/2024 21:02:39,Data Engineering,"Python, Bash, Scala, SQL",2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,21000,21000,2,Ελλάδα,Αττική,"Python, Bash, Scala, SQL",N/A,Data Scientist / Data Engineer
437,4/17/2024 12:07:24,"DevOps, AI / ML",Python,3,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,Ηλεκτρολογος Μηχανικος,19000,19000,3,Ελλάδα,Υπόλοιπη Ελλάδα,Python,Ναι,"SRE / DevOps, AI / ML"
438,4/17/2024 12:11:52,AI / ML,"C++, C#, Python",1,Όχι,Γυναίκα,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Ηλεκτρονικών Μηχανικών,8000,8000,1,Ελλάδα,Αττική,"C++, C#, Python",Ναι,AI / ML
439,4/17/2024 12:24:32,"Backend, Frontend, DevOps","Java, JavaScript, Bash",4,Όχι,Άντρας,Και τα δύο,Αθήνα,,51 - 100,Όχι,Master,Μηχανικός Η/Υ & Πληροφορικής,28300,28300,4,Ελλάδα,Αττική,"Java, JavaScript, Bash",Ναι,"Backend, Frontend, SRE / DevOps"
440,4/17/2024 12:28:12,QA automation,"Java, JavaScript, PHP",4,Ναι,Άντρας,Απομακρυσμένα,Σέρρες,Σέρρες,201 - 500,Όχι,Master,"Πτυχίο Μηχανικού Πληροφορικής & Επικοινωνιών Τ.Ε.,  Μεταπτυχιακό Δίπλωμα Ειδίκευσης στην Εφαρμοσμένη Πληροφορική",24626,24626,4,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript, PHP",Ναι,QA Engineer / QA Automation Engineer
441,4/17/2024 12:43:50,"Backend, Frontend, DevOps","C#, Python, JavaScript",4,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,51 - 100,Ναι,Bachelor's,BSc Computer Science,21420,21420,4,Ελλάδα,Αττική,"C#, Python, JavaScript",Ναι,"Backend, Frontend, SRE / DevOps"
442,4/17/2024 12:57:49,Mobile apps,Dart,6,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός Πληροφορικής (ενα μάθημα ακόμα χρωστάω λολ),27500,27500,6,Ελλάδα,Αττική,Dart,Ναι,Mobile Apps
443,4/17/2024 13:04:22,"Backend, Frontend","Java, JavaScript",10,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Computer Engineering and Informatics,26600,26600,10+,Ελλάδα,Αττική,"Java, JavaScript",Ναι,"Backend, Frontend"
444,4/17/2024 13:06:37,Frontend,JavaScript,11,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Berlin,11 - 50,Όχι,Bachelor's,Software engineer,56000,56000,10+,Εξωτερικό,-,JavaScript,Ναι,Frontend
445,4/17/2024 13:10:10,"Backend, Frontend, Fullstack","Java, JavaScript",2,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Πληροφορική,21280,21280,2,Ελλάδα,Αττική,"Java, JavaScript",Ναι,"Backend, Frontend, Backend, Frontend"
446,4/17/2024 13:22:57,DevOps,"Java, Bash, yaml 🤣",3,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Ναι,Bachelor's,Μηχανικός Πληροφορικής,28000,28000,3,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, Bash",Ναι,SRE / DevOps
447,4/17/2024 13:28:33,DevOps,"Python, Bash",11,Όχι,Άντρας,Απομακρυσμένα,Munich,,501+,Όχι,Master,CS & Security,50000,50000,10+,Εξωτερικό,-,"Python, Bash",Ναι,SRE / DevOps
448,4/17/2024 13:35:07,Frontend,JavaScript,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Bachelor of Science ,23800,23800,5,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
449,4/17/2024 13:38:56,"Backend, Frontend",PHP,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,ΠΛΗΡΟΦΟΡΙΚΗ,10500,10500,1,Ελλάδα,Αττική,PHP,Ναι,"Backend, Frontend"
450,4/17/2024 13:40:28,"Backend, Frontend",Python,10,Όχι,Άντρας,Στον χώρο του εργοδότη,"Nicosia, Cyprus","Nicosia, Cyprus",201 - 500,Ναι,PhD,BSc in Information Technology,32,32000,10+,Εξωτερικό,-,Python,Ναι,"Backend, Frontend"
451,4/17/2024 13:48:20,Backend,"Python, ",8,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,computer engineering,23000,23000,8,Ελλάδα,Αττική,"Python, -",Ναι,Backend
452,4/17/2024 14:00:30,Backend,C++,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Computer Science,14000,14000,1,Ελλάδα,Αττική,C++,Ναι,Backend
453,4/17/2024 14:04:54,CRM (Siebel),"JavaScript, Siebel Tools etc.",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Computer Science,17000,17000,1,Ελλάδα,Αττική,JavaScript,Ναι,"Backend, Frontend"
454,4/17/2024 14:11:25,Scientific Computing/HPC,"C, C++, Python, Bash",2,Όχι,Άντρας,Και τα δύο,Geneva,Geneva,501+,Όχι,Master,Electrical and Computer Engineer,44160,44160,2,Εξωτερικό,-,"C, C++, Python, Bash",Ναι,Backend
455,4/17/2024 14:14:22,DevOps,"Bash, Rust, Terraform",10,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,CS,73000,73000,10+,Ελλάδα,Αττική,"Bash, HCL",Ναι,SRE / DevOps
456,4/17/2024 14:29:32,Backend,Ruby,2,Όχι,Άντρας,Και τα δύο,Amsterdam,Amsterdam,51 - 100,Όχι,Bachelor's,Computer Science,34000,34000,2,Εξωτερικό,-,Ruby,Ναι,Backend
457,4/17/2024 14:31:16,Backend,Java,1,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,Μηχανικος Πληροφορικής,13774,13774,1,Ελλάδα,Αττική,Java,Ναι,Backend
458,4/17/2024 14:31:22,Frontend,JavaScript,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,9883,9883,1,Ελλάδα,Αττική,JavaScript,N/A,Frontend
459,4/17/2024 15:03:47,Mobile apps,Kotlin,2,Ναι,Άντρας,Απομακρυσμένα,Χανιά,Αθήνα,101 - 200,Όχι,Bachelor's,Ηλεκτρολόγων Μηχανικών και Μηχανικών Υπολογιστών,16800,16800,2,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
460,4/17/2024 15:04:04,"Backend, Frontend, DevOps, Mobile apps",C#,16,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Ναι,Bachelor's,Computer engineer ,27000,27000,10+,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend, SRE / DevOps, Mobile Apps"
461,4/17/2024 15:17:15,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer Science,13300,13300,2,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
462,4/17/2024 15:18:39,Backend,"Java, JavaScript",5,Ναι,Άντρας,Απομακρυσμένα,ΕΡΕΤΡΙΑ,Αθήνα,501+,Όχι,Bachelor's,ΜΗΧΑΝΙΚΟΣ ΥΠΟΛΟΓΙΣΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,2000,28000,5,Ελλάδα,Αττική,"Java, JavaScript",Ναι,Backend
463,4/17/2024 15:24:01,"Backend, Frontend",JavaScript,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,12600,12600,1,Ελλάδα,Αττική,JavaScript,N/A,"Backend, Frontend"
464,4/17/2024 15:30:57,Full Stack,"JavaScript, PHP",1,Ναι,Άντρας,Απομακρυσμένα,Μυτιλήνη,Αθήνα,1 - 10,Όχι,Bachelor's,Μηχανικός Πληροφορικής με Κατεύθυνση Μηχανικοί Λογισμικού Τ.Ε,13579,13579,1,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
465,4/17/2024 15:33:42,Backend,C#,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πτυχίο Πληροφορικής και Τηλεπικοινωνιών ΕΚΠΑ,16800,16800,2,Ελλάδα,Αττική,C#,Ναι,Backend
466,4/17/2024 16:18:36,Backend,Go,5,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,201 - 500,Όχι,Master,Μηχανικός Η/Υ & Πληροφορικής,24700,24700,5,Ελλάδα,Υπόλοιπη Ελλάδα,Go,Ναι,Backend
467,4/17/2024 16:23:26,Frontend,JavaScript,3,Όχι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,Πληροφορικής,21000,21000,3,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
468,4/17/2024 16:40:20,"Backend, Frontend",C#,4,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Computer Science,18200,18200,4,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend"
470,4/17/2024 17:41:58,"Backend, Frontend",C#,3,Όχι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Όχι,Bachelor's,Πληροφορικής και Τηλεπικοινωνιών ,18200,18200,3,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend"
471,4/17/2024 17:51:46,"Frontend, Mobile apps","JavaScript, TypeScript",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Informatics and Telecommunications,1500,21000,3,Ελλάδα,Αττική,"JavaScript, TypeScript",Ναι,"Frontend, Mobile Apps"
472,4/17/2024 17:52:34,Backend,ABAP,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Θεσσαλονίκη,501+,Όχι,Bachelor's,Bachelor of Computer Science and Engineering,12600,12600,3,Ελλάδα,Υπόλοιπη Ελλάδα,Abap,Ναι,Backend
473,4/17/2024 17:54:41,Frontend,"JavaScript, TypeScript",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Πληροφορική & Τηλεπικοινωνίες,16800,16800,1,Ελλάδα,Αττική,"JavaScript, TypeScript",Ναι,Frontend
474,4/17/2024 18:02:48,Frontend,JavaScript,4,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Προηγμένα συστήματα πληροφορικής ανάπτυξη λογισμικού και τεχνητής νοημοσύνης ,18760,18760,4,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
475,4/17/2024 18:03:59,Backend,C#,2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Θεσσαλονίκη,51 - 100,Όχι,Master,ΠΛΗΡΟΦΟΡΙΚΗ,17500,17500,2,Ελλάδα,Υπόλοιπη Ελλάδα,C#,Ναι,Backend
476,4/17/2024 18:14:09,Backend,Java,5,Όχι,Άντρας,Απομακρυσμένα,Κολωνία ,Κολωνία ,51 - 100,Όχι,Master,Ηλεκτρολόγος μηχανικός και μηχανικός ηλεκτρονικών υπολογιστών ,35800,35800,5,Εξωτερικό,-,Java,Ναι,Backend
477,4/17/2024 18:26:22,Backend,"Python, PHP, Bash",2,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Ναι,Bachelor's,Μηχανικός Πληροφορικής Και Ηλεκτρονικών Συστημάτων,23000,23000,2,Ελλάδα,Υπόλοιπη Ελλάδα,"Python, PHP, Bash",Ναι,Backend
478,4/17/2024 18:29:31,Backend,"Java, Go",8,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Τμήμα Πληροφορικής και Τηλεπικοινωνιών ΕΚΠΑ,28881,28881,8,Ελλάδα,Αττική,"Java, Go",Ναι,Backend
479,4/17/2024 18:42:28,Backend,C,20,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Όχι,Bachelor's,Physics,22000,22000,10+,Ελλάδα,Αττική,C,Όχι,Backend
480,4/17/2024 19:02:45,"Backend, Frontend","Java, Bash",2,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Ναι,Master,Ηλεκτρολογων Μηχανικών και Τεχνολογίας Υπολογιστών,14400,14400,2,Ελλάδα,Αττική,"Java, Bash",Ναι,"Backend, Frontend"
481,4/17/2024 19:21:41,Frontend,"JavaScript, PHP",5,Ναι,Άντρας,Απομακρυσμένα,Λάρισα,Αθήνα,11 - 50,Όχι,Bachelor's,ΙΤ,20400,20400,5,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,Frontend
482,4/17/2024 19:25:41,"Backend, Frontend","Java, JavaScript",20,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Ναι,Bachelor's,Φυσικές Επιστημες,22000,22000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript",Όχι,"Backend, Frontend"
483,4/17/2024 19:29:46,Backend,Python,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Μηχανικός πληροφορικής και υπολογιστών,18200,18200,3,Ελλάδα,Αττική,Python,Ναι,Backend
484,4/17/2024 19:39:44,Frontend,JavaScript,4,Όχι,Άντρας,Απομακρυσμένα,Βόλος,Αθήνα,501+,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών ,1700,23800,4,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
485,4/17/2024 20:09:14,"Frontend, Mobile apps",JavaScript,1,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Μηχανικός Πληροφορικής Τ.Ε.,18200,18200,1,Ελλάδα,Αττική,JavaScript,Ναι,"Frontend, Mobile Apps"
486,4/17/2024 20:10:32,"Backend, DevOps","Python, Bash",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,ημμυ,49000,49000,3,Ελλάδα,Αττική,"Python, Bash",Ναι,"Backend, SRE / DevOps"
487,4/17/2024 20:33:56,"DevOps, QA",Python,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Master,"Physics, Computer science",16800,16800,2,Ελλάδα,Αττική,Python,Ναι,"SRE / DevOps, QA Engineer / QA Automation Engineer"
488,4/17/2024 21:10:13,Backend,C#,5,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Ναι,Bachelor's,Ωκεανογραφία,40000,40000,5,Ελλάδα,Αττική,C#,Όχι,Backend
489,4/17/2024 21:12:14,Backend,C#,7,Ναι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικός Η/Υ και πληροφορικής Πάτρας,32000,32000,7,Ελλάδα,Αττική,C#,Ναι,Backend
490,4/17/2024 21:12:40,Backend,JavaScript,5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Πληροφορική,19500,19500,5,Ελλάδα,Αττική,JavaScript,Ναι,Backend
491,4/17/2024 21:16:13,Frontend,Angular,7,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Όχι,ΙΕΚ,Τεχνικός Εφαρμογών Πληροφορικής,14900,14900,7,Ελλάδα,Αττική,TypeScript,Ναι,Frontend
492,4/17/2024 21:47:55,Frontend,JavaScript,3,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,,101 - 200,Ναι,Master,Ηλεκτρολογος Μηχανικός ΕΜΠ,21000,21000,3,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
493,4/17/2024 22:20:41,Cybersecurity,"Java, Python",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,PhD,Ηλεκτρολόγος μηχανικός και μηχανικός υπολογιστών,22000,22000,7,Ελλάδα,Αττική,"Java, Python",Ναι,Cybersecurity
494,4/17/2024 22:40:10,Frontend,JavaScript,4,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Master,Εφαρμοσμένη Πληροφορική,13300,13300,4,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Frontend
495,4/17/2024 22:50:18,"Backend, Frontend, Mobile apps, Desktop apps, AI / ML","Java, C++, C#, Python, JavaScript",10,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Ναι,Master,"Βασικό πτυχίο Πληροφορικής ΑΠΘ, μεταπτυχιακό στα Ψηφιακά Μέσα και Τεχνητή Νοημοσύνη",20000,20000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, C++, C#, Python, JavaScript",Ναι,"Backend, Frontend, Mobile Apps, Desktop Apps, AI / ML"
496,4/17/2024 22:59:55,"Backend, DevOps","Python, JavaScript",10,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,London,501+,Ναι,Master,"BEng Electronics Engineering, MSc Computing",57000,57000,10+,Εξωτερικό,-,"Python, JavaScript",Ναι,"Backend, SRE / DevOps"
497,4/17/2024 23:07:44,"AI / ML, Embedded","C++, Python",13,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,51 - 100,Ναι,Master,Πληροφορικής και Τηλεπικοινωνιών,42000,42000,10+,Ελλάδα,Αττική,"C++, Python",Ναι,"AI / ML, FPGA / ASIC / Embedded"
498,4/17/2024 23:11:09,Frontend,JavaScript,5,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Bsc Computer Science ,23800,23800,5,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Frontend
499,4/17/2024 23:23:15,BI,"Python, SQL",3,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Master,Data science ,21000,21000,3,Ελλάδα,Αττική,"Python, SQL",Ναι,BI / Data Analysis
500,4/17/2024 23:23:35,Mobile apps,Kotlin,1,Όχι,Άντρας,Και τα δύο,Λαμία ,Αθήνα,101 - 200,Όχι,Bachelor's,Πληροφορική με εφαρμογές στη Βιοϊατρική ,14000,14000,1,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
501,4/17/2024 23:27:10,Backend,Java,15,Όχι,Άντρας,Και τα δύο,Επαρχία,Αθήνα,51 - 100,Ναι,Bachelor's,Πληροφορικής και Τηλεπικοινωνίες,42000,42000,10+,Ελλάδα,Αττική,Java,Ναι,Backend
502,4/18/2024 0:10:23,Backend,C#,4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Electrical and Electronics Engineering,30100,30100,4,Ελλάδα,Αττική,C#,Ναι,Backend
503,4/18/2024 0:27:50,Embedded,C,3,Ναι,Άντρας,Και τα δύο,Amsterdam,Amsterdam,201 - 500,Όχι,Master,Electrical and Computer Engineering,40000,40000,3,Εξωτερικό,-,C,Ναι,FPGA / ASIC / Embedded
504,4/18/2024 0:40:35,"Backend, Frontend",JavaScript,5,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,"Πτυχίο Πληροφορικής και Τηλεπικοινωνιών, Καποδιστριακό Πανεπιστήμιο Αθηνών ",17600,17600,5,Ελλάδα,Αττική,JavaScript,Ναι,"Backend, Frontend"
505,4/18/2024 1:16:01,"Backend, Frontend, DevOps","Java, JavaScript",1,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,Πληροφορική ΑΠΘ,15280,15280,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript",Ναι,"Backend, Frontend, SRE / DevOps"
506,4/18/2024 1:49:15,"Backend, Frontend, Mobile apps, Embedded","Java, C++, Python, JavaScript",5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Architecture ,14000,14000,5,Ελλάδα,Αττική,"Java, C++, Python, JavaScript",Όχι,"Backend, Frontend, Mobile Apps, FPGA / ASIC / Embedded"
507,4/18/2024 2:37:43,"Backend, Frontend","Python, JavaScript, PHP",2,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Ναι,ΙΕΚ,Web Design-Web Developer,14880,14880,2,Ελλάδα,Υπόλοιπη Ελλάδα,"Python, JavaScript, PHP",Ναι,"Backend, Frontend"
508,4/18/2024 6:03:43,Frontend,JavaScript,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,11600,11600,1,Ελλάδα,Αττική,JavaScript,N/A,Frontend
509,4/18/2024 8:08:25,"Backend, Frontend","C#, JavaScript",8,Όχι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Όχι,Master,Πολιτικός Μηχανικών. Μεταπτυχιακή Εξειδίκευση στα Πληροφοριακά Συστήματα.,35200,35200,8,Ελλάδα,Αττική,"C#, JavaScript",Ναι,"Backend, Frontend"
510,4/18/2024 8:28:36,Mobile apps,Swift,5,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,Μηχανικός  υπολογιστων και τηλεποικινωνιων,30800,30800,5,Ελλάδα,Υπόλοιπη Ελλάδα,Swift,Ναι,Mobile Apps
511,4/18/2024 10:08:17,Backend,PHP,3,Ναι,Άντρας,Απομακρυσμένα,Καλαμάτα,Αθήνα,51 - 100,Όχι,Bachelor's,Computer Science,21000,21000,3,Ελλάδα,Αττική,PHP,Ναι,Backend
512,4/18/2024 10:53:55,Frontend,"JavaScript, TypeScript",7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Computer Science,25000,25000,7,Ελλάδα,Αττική,"JavaScript, TypeScript",Ναι,Frontend
513,4/18/2024 11:09:55,"Backend, Frontend","JavaScript, Typescript",5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Computer Science,33000,33000,5,Ελλάδα,Αττική,"JavaScript, TypeScript",Ναι,"Backend, Frontend"
514,4/18/2024 11:22:47,Backend,JavaScript,5,Όχι,Άντρας,Και τα δύο,Αθήνα,,101 - 200,Ναι,Λύκειο,,33600,33600,5,Ελλάδα,Αττική,JavaScript,N/A,Backend
515,4/18/2024 12:20:19,Backend,C++,4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Master,Msc of computer science and engineering,24980,24980,4,Ελλάδα,Αττική,C++,Ναι,Backend
516,4/18/2024 12:23:22,"Backend, Frontend","C#, Angular",15,Ναι,Άντρας,Απομακρυσμένα,Chania,Chania,1 - 10,Ναι,Bachelor's,Software engineering,40000,40000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,"C#, TypeScript",Ναι,"Backend, Frontend"
517,4/18/2024 13:09:08,"Backend, Desktop apps, Embedded","Java, C, Python",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Καλαμάτα,Καλαμάτα,501+,Ναι,Bachelor's,Πληροφορική και Τηλεπικοινωνίες,25000,25000,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, C, Python",Ναι,"Backend, Desktop Apps, FPGA / ASIC / Embedded"
518,4/18/2024 13:46:20,AI / ML,Python,5,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,"Εφαρμοσμένη Πληροφορική, Data and web science (M.Sc)",20800,20800,5,Ελλάδα,Υπόλοιπη Ελλάδα,Python,Ναι,AI / ML
519,4/18/2024 15:55:26,"Backend, Frontend","JavaScript, PHP",9,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Zurich,51 - 100,Όχι,Master,Δίπλωμα ηλεκτρολόγου μηχανικού και τεχνολογίας υπολογιστών,36000,36000,9,Εξωτερικό,-,"JavaScript, PHP",Ναι,"Backend, Frontend"
520,4/18/2024 18:34:44,"Backend, Frontend, Desktop apps, Gaming","Java, C++, C#, Dart",15,Ναι,Άντρας,Απομακρυσμένα,Θάσος,Θάσος,11 - 50,Όχι,ΙΕΚ,Δεν έχω,24000,24000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, C++, C#, Dart",N/A,"Backend, Frontend, Desktop Apps, Gaming"
521,4/18/2024 18:34:49,"Mobile apps, Flutter Developer ως εργαζόμενος φοιτητής (working student)","Swift, Kotlin, Dart",1,Ναι,Άντρας,Στον χώρο του εργοδότη,"Flensburg, Γερμανία","Flensburg, Γερμανία",11 - 50,Όχι,Λύκειο,,12000,12000,1,Εξωτερικό,-,"Swift, Kotlin, Dart",N/A,Mobile Apps
522,4/18/2024 21:26:30,AI / ML,"Python, Bash",4,Ναι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,1 - 10,Όχι,Master,Master's in Engineering,10800,10800,4,Ελλάδα,Υπόλοιπη Ελλάδα,"Python, Bash",Όχι,AI / ML
